AGE,OCCUPATION,GENDER,FAMILY_SIZE,DURATION_OF_STAY,CUSTOMER_ID,PACKAGE_CHOSEN
0.37128216104784073,-0.9338325705285586,1.2160188425998215,0.13096605546878118,-1.1438706414196171,200000,1
1.2506458162482146,-0.9338325705285586,-0.8223556781916488,0.13096605546878118,-0.17968092308695524,200001,1
-0.06839966655234615,-2.4811456568823194,-0.8223556781916488,0.13096605546878118,-0.9028232118364516,200002,0
-0.508081494152533,-0.9338325705285586,1.2160188425998215,-1.248693597831653,-0.7822994970448689,200003,0
-7.810318216175939e-16,0.6134805158252021,-0.8223556781916488,-1.248693597831653,-0.9028232118364516,200004,0
-0.6180019510525798,-0.9338325705285586,-0.8223556781916488,0.13096605546878118,-0.9028232118364516,200005,0
2.349850385248682,0.6134805158252021,1.2160188425998215,-1.248693597831653,-0.7822994970448689,200006,0
-0.8378428648526732,-0.9338325705285586,-0.8223556781916488,0.13096605546878118,1.7486985135783684,200007,0
0.04152079034770058,-0.9338325705285586,-0.8223556781916488,-1.248693597831653,1.6281747987867856,200008,2
-0.17832012345239287,0.6134805158252021,-0.8223556781916488,0.13096605546878118,2.1102696579531166,200009,1
-0.2882405803524396,0.6134805158252021,-0.8223556781916488,-1.248693597831653,0.7845087952457066,200010,0
-7.810318216175939e-16,-0.9338325705285586,1.2160188425998215,-1.248693597831653,0.6639850804541239,200011,1
-0.7279224079526265,-0.9338325705285586,-0.8223556781916488,-1.248693597831653,1.9897459431615336,200012,0
-0.3981610372524863,0.6134805158252021,-0.8223556781916488,0.13096605546878118,1.1460799396204548,200013,0
-1.0576837786527666,-0.9338325705285586,-0.8223556781916488,-1.248693597831653,1.7486985135783684,200014,0
-0.9477633217527199,-0.9338325705285586,1.2160188425998215,-1.248693597831653,1.3871273692036203,200015,2
-0.6180019510525798,-0.9338325705285586,-0.8223556781916488,0.13096605546878118,-0.5412520674617034,200016,0
-1.717206520053047,0.6134805158252021,-0.8223556781916488,0.13096605546878118,0.7845087952457066,200017,0
1.6903276438484014,-0.9338325705285586,1.2160188425998215,0.13096605546878118,-0.9028232118364516,200018,3
-7.810318216175939e-16,-0.9338325705285586,-0.8223556781916488,-1.248693597831653,-0.9028232118364516,200019,0
-7.810318216175939e-16,-0.9338325705285586,1.2160188425998215,0.13096605546878118,0.18189022128779295,200020,1
-7.810318216175939e-16,-0.9338325705285586,-0.8223556781916488,-1.248693597831653,-0.05915720829537252,200021,1
-0.3981610372524863,-0.9338325705285586,1.2160188425998215,-1.248693597831653,-0.30020463787853796,200022,2
-1.8271269769530938,-0.9338325705285586,-0.8223556781916488,0.13096605546878118,0.6639850804541239,200023,0
-0.3981610372524863,0.6134805158252021,-0.8223556781916488,-1.248693597831653,-0.4207283526701207,200024,0
1.6903276438484014,-0.9338325705285586,1.2160188425998215,-1.248693597831653,-0.5412520674617034,200025,4
-7.810318216175939e-16,-0.9338325705285586,1.2160188425998215,0.13096605546878118,0.7845087952457066,200026,0
0.4812026179478875,0.6134805158252021,-0.8223556781916488,-1.248693597831653,-0.17968092308695524,200027,1
0.701043531747981,0.6134805158252021,1.2160188425998215,-1.248693597831653,-0.30020463787853796,200028,2
0.9208844455480744,0.6134805158252021,1.2160188425998215,-1.248693597831653,-0.9028232118364516,200029,4
-0.508081494152533,0.6134805158252021,-0.8223556781916488,0.13096605546878118,-0.9028232118364516,200030,0
0.701043531747981,-0.9338325705285586,-0.8223556781916488,-1.248693597831653,0.06136650649621021,200031,1
-0.8378428648526732,0.6134805158252021,-0.8223556781916488,-1.248693597831653,-0.05915720829537252,200032,0
0.1514412472477473,2.160793602178963,-0.8223556781916488,-1.248693597831653,-0.5412520674617034,200033,1
-1.4973656062529537,0.6134805158252021,-0.8223556781916488,0.13096605546878118,-1.1438706414196171,200034,0
0.5911230748479342,0.6134805158252021,1.2160188425998215,0.13096605546878118,-0.9028232118364516,200035,0
1.3605662731482613,0.6134805158252021,-0.8223556781916488,-1.248693597831653,-0.7822994970448689,200036,0
-0.2882405803524396,0.6134805158252021,1.2160188425998215,0.13096605546878118,-0.9028232118364516,200037,0
-0.17832012345239287,-0.9338325705285586,1.2160188425998215,-1.248693597831653,-0.5412520674617034,200038,0
-0.508081494152533,-0.9338325705285586,1.2160188425998215,-1.248693597831653,-1.1438706414196171,200039,1
